location,area,bhk,bath,property_type,zone,construction_cost_psqft,architect_fee_lakhs,engineer_fee_lakhs,approval_fee_lakhs,utility_cost_lakhs,gst_lakhs,is_resale,price
MG Road,3623,4,4,independent,premium,3069,6.96,2.1,1.95,0.8,5.56,0,339.62
Nipania,4772,3,2,independent,elite,3169,9.48,4.46,2.04,1.79,7.56,0,494.89
AB Road,1922,3,2,flat,premium,2288,1.01,0.26,0.93,0.39,2.2,0,90.42
Khandwa Road,1090,2,3,flat,classic,1798,0.31,0.27,0.66,0.23,0.98,0,33.99
Nihalpur Mundi,2519,2,2,independent,classic,2158,3.1,1.34,1.93,0.76,2.72,1,137.6
Scheme 54,1099,3,3,flat,classic,1689,0.36,0.13,0.45,0.36,0.93,1,44.36
Rajendra Nagar,1400,4,3,independent,premium,2750,2.12,1.03,2.73,1.4,1.92,0,111.47
Musakhedi,1518,2,3,independent,affordable,2238,2.08,0.94,1.01,0.62,0.34,0,74.13
Scheme 136,1400,4,4,flat,premium,2259,0.84,0.38,0.31,0.37,1.58,1,55.67
Scheme 136,2318,4,4,independent,premium,2762,2.86,1.81,1.39,1.59,3.2,0,185.73
Ring Road,2650,3,2,independent,classic,2143,1.8,1.07,2.48,0.71,2.84,0,165.71
Kanadia Road,1910,3,2,flat,classic,1772,0.41,0.34,0.26,0.24,1.69,1,66.49
Scheme 94,3976,3,2,independent,premium,3001,6.83,3.57,1.81,1.3,5.97,0,333.64
Bijalpur,1353,2,2,independent,classic,2174,1.16,0.66,1.44,0.91,1.47,0,80.12
South Tukoganj,2560,2,2,flat,elite,3020,0.84,0.77,0.95,0.43,3.87,0,167.95
Aerodrome Road,700,2,3,flat,classic,2090,0.21,0.15,0.64,0.38,0.73,0,30.4
Scheme 71,1400,4,3,flat,classic,2163,0.78,0.35,0.49,0.28,1.51,0,57.19
Nipania,3124,3,2,flat,elite,2777,1.72,0.6,0.98,0.44,4.34,1,165.02
Bicholi Mardana,1498,3,2,flat,premium,2301,0.81,0.22,0.96,0.3,1.72,0,76.32
Nipania,1953,4,3,independent,elite,3750,4.51,1.2,3.13,1.06,3.66,0,202.44
Palasia Square,1903,3,2,flat,classic,1601,0.83,0.41,0.72,0.41,1.52,0,79.53
Palhar Nagar,689,1,1,flat,affordable,1552,0.3,0.14,0.21,0.37,0.11,0,16.68
Bicholi Hapsi,1803,3,3,flat,classic,1680,0.7,0.39,0.62,0.34,1.51,0,71.04
MG Road,913,2,2,flat,premium,2353,0.56,0.14,0.37,0.3,1.07,0,43.74
Scheme 103,1594,3,2,independent,classic,2900,3.03,1.21,1.73,0.65,2.31,0,107.08
Scheme 94,2066,2,2,flat,premium,2442,0.94,0.37,1.0,0.58,2.52,0,103.58
Scheme 54,938,2,3,flat,classic,2051,0.57,0.19,0.6,0.37,0.96,0,42.41
Kanadia Road,1838,3,2,flat,classic,1629,0.6,0.43,0.39,0.45,1.5,0,54.6
MG Road,1861,2,3,flat,premium,2153,0.61,0.54,0.8,0.49,2.0,0,114.14
Sukhliya,1050,3,2,flat,classic,1788,0.39,0.17,0.71,0.22,0.94,0,42.54
Pipliyahana,1050,3,2,flat,classic,1818,0.54,0.28,0.32,0.24,0.95,0,38.3
Saket Nagar,700,2,2,flat,affordable,1866,0.14,0.1,0.29,0.34,0.13,0,22.77
Silicon City,1741,1,1,independent,affordable,2283,2.39,0.76,1.59,0.84,0.4,0,69.34
Manglia,1545,3,2,independent,affordable,1658,1.57,0.66,1.42,0.62,0.26,0,73.88
New Palasia,4173,3,2,independent,elite,3404,6.81,3.38,3.49,1.07,7.1,0,442.77
Tejaji Nagar,1183,2,3,flat,affordable,1777,0.44,0.31,0.37,0.2,0.21,0,28.66
Jetpura,1010,2,2,independent,affordable,2057,1.09,0.56,1.05,0.75,0.21,0,47.46
Rajendra Nagar,1429,4,4,flat,premium,2351,0.99,0.41,0.95,0.53,1.68,1,49.01
Bhawrasla,2748,2,2,independent,classic,2742,4.05,1.59,1.74,1.12,3.77,0,193.42
Aerodrome Road,1937,3,2,flat,classic,2178,0.78,0.46,0.68,0.21,2.11,0,68.79
Old Palasia,2325,3,2,flat,elite,2650,1.55,0.52,0.93,0.7,3.08,0,122.45
Agrawal Nagar,1245,3,2,flat,classic,2200,0.49,0.29,0.66,0.49,1.37,0,54.98
Dewas Naka,1282,3,3,independent,classic,2582,1.11,0.81,1.42,0.9,1.66,0,79.57
Bicholi Hapsi,1270,2,3,independent,classic,2079,0.85,0.73,1.11,0.84,1.32,1,68.22
Rau Pithampur Road,711,1,1,independent,affordable,1647,0.61,0.29,1.6,0.63,0.12,0,37.08
Mahalaxmi Nagar,1551,3,2,independent,premium,2406,1.24,1.05,1.47,1.37,1.87,0,120.63
Nihalpur Mundi,983,2,3,flat,classic,2068,0.47,0.19,0.47,0.31,1.02,1,26.09
Rangwasa,613,1,2,flat,affordable,1659,0.19,0.15,0.59,0.38,0.1,0,14.5
Bhawarkuan,2840,2,3,independent,classic,2047,4.0,1.51,1.38,1.03,2.91,0,173.17
MG Road,2416,5,4,independent,premium,3352,2.59,1.4,2.48,1.26,4.05,0,194.76
Saket Nagar,2063,1,1,independent,affordable,2399,3.08,1.34,1.33,0.88,0.49,0,88.89
Lasuriya Mori,1400,4,3,flat,classic,1522,0.56,0.17,0.32,0.23,1.07,0,60.53
Lasuriya Mori,2767,2,2,independent,classic,2049,1.71,1.68,2.42,0.89,2.83,0,146.04
Talawali Chanda,1122,2,3,independent,classic,2580,1.57,0.86,1.43,1.07,1.45,1,56.35
Super Corridor,4630,5,4,independent,elite,3584,7.18,3.84,3.13,1.08,8.3,0,328.51
Musakhedi,1213,3,2,flat,affordable,1803,0.26,0.27,0.31,0.28,0.22,0,35.01
Rau Pithampur Road,1050,3,2,flat,affordable,1642,0.44,0.13,0.48,0.17,0.17,0,27.96
Sanwer Road,724,2,3,flat,affordable,1765,0.24,0.15,0.26,0.32,0.13,0,23.04
Khandwa Road,2946,3,2,independent,classic,2697,5.37,1.91,1.39,1.1,3.97,1,144.25
Palasia Square,1068,3,2,independent,classic,2718,0.93,0.47,1.03,1.01,1.45,0,71.46
Bengali Square,2483,3,2,flat,premium,2541,0.74,0.92,0.94,0.27,3.15,0,136.9
Sanwer Road,1050,3,2,flat,affordable,1358,0.27,0.07,0.47,0.23,0.14,0,31.46
Old Palasia,3702,3,3,independent,elite,3719,5.0,3.33,2.17,1.75,6.88,0,407.83
Scheme 136,2191,2,2,flat,premium,2460,1.55,0.7,0.6,0.47,2.7,0,106.79
Bengali Square,1454,3,2,flat,premium,2077,0.51,0.4,0.39,0.59,1.51,0,69.04
Bicholi Mardana,1750,5,4,independent,premium,3373,3.2,0.99,2.01,1.49,2.95,1,129.43
Khajrana,1410,2,3,flat,affordable,1698,0.49,0.18,0.5,0.37,0.24,0,51.07
Mahalaxmi Nagar,1698,3,2,flat,premium,2157,0.69,0.53,0.94,0.36,1.83,1,87.66
Old Palasia,4974,3,2,independent,elite,3695,7.0,5.4,2.79,1.33,9.19,1,345.45
Sapna Sangeeta Road,4115,5,5,independent,elite,3767,4.7,4.47,3.0,1.55,7.75,1,341.68
Aerodrome Road,1050,3,2,flat,classic,2088,0.24,0.29,0.75,0.29,1.1,1,30.21
Limbodi,771,2,3,flat,affordable,1419,0.13,0.06,0.25,0.37,0.11,1,19.22
Limbodi,911,2,2,flat,affordable,1322,0.22,0.14,0.25,0.31,0.12,0,21.92
AB Bypass Road,834,2,2,flat,premium,1865,0.25,0.11,0.69,0.38,0.78,0,36.49
Palhar Nagar,996,2,2,flat,affordable,1325,0.17,0.07,0.32,0.39,0.13,0,26.9
Rangwasa,1092,2,2,flat,affordable,1615,0.19,0.17,0.42,0.27,0.18,0,27.84
Aerodrome Road,1926,3,2,flat,classic,1887,1.04,0.43,0.7,0.23,1.82,1,60.17
Sanwer Road,2012,3,2,independent,affordable,1518,2.08,0.7,1.75,0.78,0.31,1,76.06
AB Bypass Road,1088,3,2,flat,premium,2337,0.49,0.22,0.9,0.55,1.27,1,38.07
Ring Road,1096,2,3,independent,classic,2677,1.27,0.72,2.01,0.87,1.47,1,50.54
Sneh Nagar,2199,1,2,independent,classic,2244,1.71,0.78,1.55,0.63,2.47,1,98.32
Janki Nagar,1400,4,3,flat,premium,2501,0.92,0.39,1.0,0.51,1.75,1,56.85
Manglia,1290,2,2,independent,affordable,1519,0.61,0.48,1.07,0.65,0.2,1,45.96
Nipania,3233,2,2,flat,elite,3140,2.99,0.8,0.64,0.54,5.08,0,193.82
Chandan Nagar,1050,3,3,flat,affordable,1706,0.36,0.16,0.38,0.34,0.18,0,37.38
Jetpura,1206,3,2,flat,affordable,1570,0.2,0.16,0.3,0.31,0.19,0,40.6
Sanwer Road,2359,3,2,independent,affordable,2379,3.15,1.56,1.69,0.46,0.56,0,93.68
MG Road,2454,2,2,flat,premium,1878,0.61,0.66,0.88,0.37,2.3,0,119.56
Chandan Nagar,1050,3,3,flat,affordable,1796,0.24,0.27,0.42,0.23,0.19,0,35.88
Bicholi Mardana,1442,3,2,flat,premium,2582,0.52,0.27,0.5,0.31,1.86,0,68.57
Gandhi Nagar,2145,2,3,independent,affordable,1750,1.7,0.7,1.3,0.75,0.38,0,118.59
Silicon City,990,1,2,flat,affordable,1377,0.38,0.14,0.59,0.17,0.14,0,30.71
Khajrana,602,1,2,flat,affordable,1763,0.23,0.16,0.53,0.27,0.11,1,16.11
Rau,1050,3,2,flat,classic,1513,0.19,0.13,0.55,0.22,0.79,1,28.22
Scheme 94,1400,4,3,independent,premium,2577,1.12,1.03,1.32,1.39,1.8,1,99.03
Palasia Square,1050,3,3,flat,classic,1897,0.42,0.29,0.74,0.24,1.0,1,36.04
Tilak Nagar,1425,3,2,independent,classic,2834,1.24,0.61,2.16,0.99,2.02,1,72.76
Rajendra Nagar,1903,4,3,flat,premium,2296,1.14,0.41,0.85,0.41,2.18,0,98.13
Rau Pithampur Road,1462,2,2,flat,affordable,1219,0.2,0.15,0.53,0.21,0.18,0,47.51
New Palasia,1880,2,2,flat,elite,2777,0.57,0.33,0.85,0.47,2.61,0,111.68
Talawali Chanda,2268,3,2,independent,classic,2365,3.51,0.93,1.16,0.6,2.68,0,123.02
Rau Pithampur Road,1665,2,2,independent,affordable,2087,1.35,0.9,1.78,0.66,0.35,1,75.82
Lasuriya Mori,2756,2,2,independent,classic,2394,2.27,1.1,2.42,0.73,3.3,0,160.75
Ring Road,1729,4,4,flat,classic,2248,1.03,0.48,0.33,0.3,1.94,0,70.3
Sanwer Road,1508,2,2,flat,affordable,1255,0.38,0.2,0.33,0.39,0.19,0,38.55
Musakhedi,2055,2,2,independent,affordable,2004,2.61,0.85,0.78,0.71,0.41,0,75.35
Tilak Nagar,1132,3,3,flat,classic,2155,0.25,0.26,0.73,0.27,1.22,1,37.31
Annapurna Road,1913,1,2,flat,classic,1938,0.86,0.54,0.48,0.43,1.85,1,60.85
Pipliyahana,1382,3,2,flat,classic,1942,0.36,0.3,0.32,0.35,1.34,0,50.52
Sukhliya,1637,2,2,flat,classic,1701,0.74,0.24,0.7,0.35,1.39,0,73.76
AB Bypass Road,2250,4,3,flat,premium,2524,0.79,0.3,0.31,0.47,2.84,0,95.87
Tejaji Nagar,1106,2,3,flat,affordable,1275,0.15,0.13,0.27,0.36,0.14,0,25.63
Vijay Nagar,892,2,3,flat,premium,2449,0.37,0.2,0.89,0.38,1.09,0,51.31
Scheme 94,2094,4,3,independent,premium,2793,3.2,0.99,2.57,1.33,2.92,0,168.14
Sanwer Road,1548,1,2,flat,affordable,1641,0.36,0.13,0.33,0.36,0.25,0,38.27
Nihalpur Mundi,1400,4,3,flat,classic,1604,0.55,0.25,0.53,0.41,1.12,0,55.62
Rangwasa,1586,1,1,flat,affordable,1629,0.41,0.23,0.52,0.39,0.26,0,35.67
Mahalaxmi Nagar,3730,4,3,independent,premium,2618,5.57,2.64,2.54,1.39,4.88,0,324.54
Limbodi,1457,2,3,flat,affordable,1864,0.41,0.31,0.53,0.23,0.27,0,34.7
Navlakha,3088,4,3,independent,premium,2706,3.23,1.66,2.68,0.94,4.18,1,192.66
Scheme 136,2475,4,3,independent,premium,3143,4.39,1.64,1.88,1.58,3.89,0,213.69
Bhawrasla,2712,2,2,independent,classic,2517,4.18,1.6,1.34,0.62,3.41,0,146.1
Gandhi Nagar,1623,2,2,independent,affordable,1673,1.15,0.74,0.76,0.72,0.27,0,73.69
Rau,1499,3,2,flat,classic,1749,0.58,0.19,0.57,0.32,1.31,1,45.84
Saket Nagar,1160,1,1,flat,affordable,1262,0.17,0.21,0.2,0.32,0.15,0,37.38
Bhawarkuan,1452,1,1,flat,classic,2132,0.73,0.34,0.28,0.46,1.55,0,61.47
Rangwasa,1043,2,3,flat,affordable,1624,0.49,0.21,0.26,0.39,0.17,0,26.76
Sukhliya,1753,2,3,independent,classic,2667,2.49,1.34,1.55,1.19,2.34,0,98.09
Piplya Kumar,1658,3,2,independent,classic,2422,2.52,0.73,1.79,0.72,2.01,1,75.13
Old Palasia,3078,4,3,flat,elite,2333,1.96,1.02,0.79,0.6,3.59,0,210.12
Pipliyahana,1634,4,3,flat,classic,2198,0.73,0.32,0.28,0.31,1.8,0,55.2
Scheme 94,3713,3,2,independent,premium,3235,4.31,3.08,2.26,1.0,6.01,0,340.42
Manglia,887,1,1,independent,affordable,1880,1.12,0.47,1.35,0.69,0.17,1,26.27
Bicholi Hapsi,1050,3,3,flat,classic,1832,0.37,0.26,0.35,0.27,0.96,0,44.76
Saket Nagar,1454,2,2,flat,affordable,1752,0.39,0.22,0.27,0.21,0.25,1,35.28
AB Road,1029,2,3,flat,premium,2126,0.4,0.23,0.68,0.42,1.09,1,35.89
Kanadia Road,1392,1,2,flat,classic,2119,0.48,0.38,0.35,0.35,1.48,0,42.17
Palasia Square,1788,2,2,independent,classic,2001,1.62,0.72,1.17,1.13,1.79,0,101.37
Scheme 54,2175,3,2,independent,classic,1904,2.06,0.78,1.08,1.15,2.07,0,133.03
Sneh Nagar,2651,4,3,independent,classic,2603,4.42,1.56,1.72,0.8,3.45,1,150.23
Super Corridor,1701,3,2,flat,elite,2761,0.92,0.65,0.82,0.52,2.35,0,95.33
Palhar Nagar,1353,3,2,flat,affordable,1234,0.48,0.14,0.39,0.35,0.17,0,42.01
Aerodrome Road,1241,2,2,flat,classic,1508,0.32,0.12,0.69,0.36,0.94,0,39.53
Jetpura,1156,2,2,independent,affordable,1528,0.93,0.42,0.86,0.7,0.18,0,50.61
Scheme 78,2459,2,3,independent,affordable,2296,1.72,1.01,1.17,0.82,0.56,0,121.98
New Palasia,2378,4,3,independent,elite,3721,4.13,2.42,4.1,1.21,4.42,0,191.25
Super Corridor,3004,3,3,independent,elite,3195,6.46,2.5,2.56,1.25,4.8,1,181.36
Sudama Nagar,1894,2,3,flat,classic,1875,0.96,0.3,0.4,0.5,1.78,0,71.55
Sudama Nagar,1115,3,2,flat,classic,1618,0.46,0.22,0.75,0.2,0.9,1,41.77
Dewas Naka,1820,4,3,flat,classic,2072,0.94,0.35,0.31,0.28,1.89,1,69.29
Mahalaxmi Nagar,1910,2,2,flat,premium,2257,0.72,0.53,0.66,0.42,2.16,1,84.91
Mahalaxmi Nagar,1400,4,3,independent,premium,2591,2.24,0.79,1.96,1.11,1.81,0,96.07
Pipliyahana,1745,2,2,flat,classic,1674,0.4,0.25,0.61,0.27,1.46,1,54.91
Manglia,700,2,2,flat,affordable,1508,0.17,0.09,0.3,0.2,0.11,0,20.73
Annapurna Road,1050,3,2,flat,classic,2140,0.33,0.24,0.46,0.34,1.12,1,39.94
Sneh Nagar,1050,3,3,independent,classic,2553,1.45,0.42,1.48,0.84,1.34,1,43.74
South Tukoganj,2197,3,2,flat,elite,3169,1.22,0.39,0.67,0.55,3.48,1,134.42
Scheme 136,2176,4,3,independent,premium,3047,4.46,1.42,2.03,1.58,3.31,0,170.87
Geeta Bhawan,2698,2,3,independent,classic,2383,3.4,1.85,1.04,1.08,3.21,0,171.6
Bicholi Hapsi,976,2,3,flat,classic,2255,0.61,0.31,0.41,0.25,1.1,0,41.22
Dewas Naka,1698,3,2,independent,classic,2245,1.3,1.12,2.28,0.65,1.91,0,99.88
Jetpura,738,2,2,independent,affordable,1971,0.94,0.36,0.72,0.49,0.15,0,35.17
Limbodi,1050,3,2,independent,affordable,2024,0.85,0.33,1.2,0.73,0.21,1,42.88
Talawali Chanda,2308,1,1,independent,classic,2397,2.14,1.65,2.27,0.62,2.77,0,117.91
Silicon City,1418,1,1,flat,affordable,1608,0.28,0.32,0.45,0.3,0.23,0,42.28
Palhar Nagar,2256,2,2,independent,affordable,1586,1.96,1.04,1.49,0.51,0.36,0,100.65
Silicon City,825,2,2,independent,affordable,2129,0.53,0.29,1.74,0.49,0.18,0,37.97
South Tukoganj,4308,3,2,independent,elite,2944,4.15,3.28,4.31,1.43,6.34,1,312.36
Khajrana,1050,3,2,flat,affordable,1472,0.39,0.13,0.33,0.38,0.15,0,40.07
Tilak Nagar,1120,2,3,flat,classic,2189,0.48,0.16,0.62,0.41,1.23,1,29.29
Bhawarkuan,1081,3,2,flat,classic,1745,0.52,0.23,0.62,0.44,0.94,1,35.41
Palasia Square,1050,3,2,flat,classic,1915,0.33,0.16,0.66,0.22,1.01,0,43.58
Talawali Chanda,1593,2,3,flat,classic,1525,0.72,0.17,0.31,0.37,1.21,1,58.19
AB Road,3538,5,4,independent,premium,2793,4.12,2.7,2.29,1.2,4.94,0,269.58
Gandhi Nagar,1543,3,2,flat,affordable,1411,0.49,0.18,0.41,0.38,0.22,0,44.68
Saket Nagar,1559,3,3,flat,affordable,1372,0.26,0.15,0.45,0.27,0.21,0,55.18
Mahalaxmi Nagar,2973,3,2,independent,premium,2408,4.33,1.84,2.11,0.84,3.58,0,249.23
Scheme 71,2513,3,2,independent,classic,2479,1.99,1.28,1.73,1.0,3.11,1,157.71
Limbodi,1145,2,2,flat,affordable,1745,0.45,0.21,0.35,0.2,0.2,1,29.08
Lasuriya Mori,1613,1,1,flat,classic,1810,0.59,0.24,0.61,0.5,1.46,1,56.73
Sapna Sangeeta Road,1283,2,2,flat,elite,3119,0.54,0.29,0.41,0.31,2.0,0,76.2
Dewas Naka,1789,3,2,flat,classic,1682,0.36,0.37,0.35,0.22,1.5,0,62.12
Rau Pithampur Road,2475,2,2,independent,affordable,2379,2.73,1.19,0.82,0.78,0.59,0,110.16
Sudama Nagar,700,2,2,flat,classic,2142,0.38,0.18,0.52,0.31,0.75,0,24.47
Sneh Nagar,2406,2,3,independent,classic,2449,2.2,1.63,1.59,1.14,2.95,1,140.91
Khandwa Road,1435,4,3,flat,classic,1763,0.46,0.36,0.67,0.49,1.27,0,59.13
Ring Road,1672,3,3,independent,classic,2263,1.69,0.74,1.82,0.68,1.89,1,108.41
Lasuriya Mori,2442,1,1,independent,classic,2517,2.86,1.77,1.75,1.03,3.07,1,104.74
Mahalaxmi Nagar,2318,3,2,independent,premium,2705,1.94,0.94,1.8,1.13,3.13,0,177.13
Sanwer Road,2106,3,3,independent,affordable,2295,3.23,1.13,0.74,0.58,0.48,0,92.65
Scheme 71,2419,4,3,independent,classic,2552,2.27,1.22,1.79,1.11,3.09,0,158.15
Aerodrome Road,1498,2,2,independent,classic,1987,1.03,0.87,2.01,1.11,1.49,0,87.84
Palhar Nagar,1566,1,1,flat,affordable,1435,0.32,0.12,0.5,0.26,0.22,1,32.51
Khandwa Road,1250,2,2,flat,classic,2005,0.45,0.16,0.41,0.49,1.25,0,49.48
Palasia Square,1761,2,2,independent,classic,1982,1.22,0.53,2.01,0.76,1.75,0,112.14
Vijay Nagar,1539,3,3,flat,premium,2495,0.82,0.39,0.5,0.43,1.92,0,94.26
Scheme 54,1191,2,2,flat,classic,1562,0.33,0.25,0.71,0.42,0.93,0,40.48
Pipliyahana,1250,2,2,independent,classic,1920,0.94,0.37,1.52,0.69,1.2,0,65.41
Bicholi Hapsi,1224,3,2,independent,classic,2269,1.85,0.79,1.24,1.1,1.39,1,54.71
Manglia,1050,3,3,flat,affordable,1604,0.2,0.12,0.49,0.16,0.17,0,36.62
Old Palasia,1739,4,4,flat,elite,3040,1.48,0.45,0.59,0.69,2.64,1,98.67
Rau,2662,3,2,independent,classic,2737,3.85,2.04,1.97,1.17,3.64,1,152.34
Khandwa Road,2932,3,3,independent,classic,2034,2.49,1.6,2.33,0.97,2.98,0,139.4
Bhawrasla,1238,3,3,flat,classic,1615,0.58,0.3,0.27,0.25,1.0,0,43.93
Scheme 103,2860,2,2,independent,classic,1967,3.39,1.22,2.06,0.79,2.81,0,156.31
Saket Nagar,2236,2,2,independent,affordable,2337,1.58,0.85,1.44,0.52,0.52,0,126.68
Agrawal Nagar,1062,2,2,flat,classic,2120,0.34,0.2,0.48,0.29,1.13,1,27.37
Sukhliya,1442,3,2,flat,classic,1616,0.55,0.34,0.56,0.23,1.17,1,52.46
Bicholi Mardana,1050,3,3,flat,premium,2450,0.7,0.17,0.9,0.56,1.29,0,44.07
Lasuriya Mori,2160,2,2,independent,classic,2876,2.65,1.33,1.41,0.95,3.11,1,88.45
Musakhedi,1758,2,2,independent,affordable,1890,1.87,0.51,1.46,0.41,0.33,1,61.09
Ring Road,1394,3,2,independent,classic,2357,1.91,0.75,1.57,0.65,1.64,0,82.22
Musakhedi,827,2,3,flat,affordable,1269,0.14,0.12,0.29,0.34,0.1,0,22.79
Old Palasia,3402,3,2,independent,elite,3571,5.69,2.98,3.92,1.12,6.07,0,397.2
Scheme 136,1400,4,3,independent,premium,3080,2.54,0.7,1.53,0.9,2.16,0,124.51
Scheme 78,748,2,2,flat,affordable,1518,0.16,0.09,0.34,0.35,0.11,0,22.75
Mahalaxmi Nagar,1689,2,2,flat,premium,2285,0.91,0.4,0.8,0.45,1.93,0,70.44
Sneh Nagar,1119,3,2,independent,classic,2601,1.89,0.72,2.39,1.11,1.46,1,54.26
Sukhliya,1569,3,2,flat,classic,1722,0.4,0.22,0.41,0.37,1.35,1,51.64
Chandan Nagar,700,2,2,flat,affordable,1397,0.19,0.07,0.24,0.18,0.1,0,19.96
Kanadia Road,1194,1,1,independent,classic,2203,1.07,0.4,1.78,1.19,1.32,0,63.89
Agrawal Nagar,2499,4,3,independent,classic,1927,1.46,0.88,2.2,1.14,2.41,0,143.39
New Palasia,1183,3,2,flat,elite,3094,0.84,0.24,0.75,0.61,1.83,1,61.25
Gandhi Nagar,1094,3,2,independent,affordable,1553,0.64,0.27,1.39,0.69,0.17,1,62.76
Palasia Square,1689,2,2,flat,classic,1692,0.68,0.35,0.78,0.27,1.43,1,58.98
Tilak Nagar,2450,3,2,independent,classic,2138,2.59,0.96,1.73,1.17,2.62,0,138.19
Sapna Sangeeta Road,3387,3,2,flat,elite,2467,0.86,1.22,0.6,0.64,4.18,0,216.42
MR 10,1565,2,2,independent,premium,2502,1.81,0.62,3.11,0.87,1.96,0,134.62
South Tukoganj,1644,4,3,flat,elite,2745,0.57,0.63,0.46,0.75,2.26,0,127.37
Super Corridor,2462,4,3,independent,elite,2894,3.27,1.21,3.33,1.69,3.56,0,171.43
Scheme 78,741,2,2,flat,affordable,1299,0.13,0.11,0.43,0.19,0.1,0,24.2
New Palasia,1428,3,2,flat,elite,2391,0.76,0.32,0.86,0.67,1.71,0,96.35
Banganga,894,1,1,flat,affordable,1282,0.14,0.09,0.45,0.33,0.11,0,28.87
Rajendra Nagar,2658,2,2,independent,premium,2659,4.67,1.93,2.8,1.36,3.53,0,169.7
Tilak Nagar,787,1,1,flat,classic,2206,0.5,0.09,0.28,0.23,0.87,0,24.97
Sudama Nagar,1979,3,2,flat,classic,1522,0.86,0.31,0.27,0.3,1.51,1,68.55
Pipliyahana,1400,4,3,independent,classic,2472,2.04,0.8,2.18,0.77,1.73,1,66.24
Pipliyahana,1050,3,2,flat,classic,2021,0.56,0.16,0.53,0.4,1.06,0,39.62
Saket Nagar,1344,1,2,flat,affordable,1345,0.53,0.09,0.48,0.22,0.18,0,46.85
Pipliyahana,1616,2,2,flat,classic,2120,0.52,0.28,0.42,0.39,1.71,1,56.44
Saket Nagar,1050,3,2,flat,affordable,1889,0.41,0.16,0.26,0.4,0.2,0,36.64
Scheme 136,3751,4,3,independent,premium,2910,5.04,2.3,1.8,0.81,5.46,0,303.75
Dewas Naka,962,2,2,independent,classic,2837,1.03,0.81,1.45,0.99,1.36,0,56.29
Tejaji Nagar,1486,3,3,flat,affordable,1606,0.59,0.19,0.49,0.2,0.24,0,36.88
Scheme 103,1838,4,3,flat,classic,1601,0.57,0.36,0.71,0.36,1.47,0,60.73
Palhar Nagar,1004,1,1,flat,affordable,1209,0.16,0.07,0.37,0.21,0.12,0,25.96
Lasuriya Mori,1343,2,2,flat,classic,2018,0.55,0.38,0.79,0.23,1.35,1,39.8
AB Road,1291,2,3,flat,premium,2052,0.69,0.2,0.45,0.54,1.32,0,49.73
Piplya Kumar,1691,2,2,flat,classic,1912,0.86,0.19,0.44,0.45,1.62,0,62.85
Geeta Bhawan,1013,1,1,independent,classic,2710,1.71,0.56,1.85,1.08,1.37,1,60.89
Mahalaxmi Nagar,2535,5,5,independent,premium,3061,5.13,1.28,1.81,1.37,3.88,0,218.85
Nipania,2094,1,2,flat,elite,3015,1.52,0.78,1.02,0.34,3.16,0,96.34
Sneh Nagar,1457,2,2,flat,classic,1646,0.62,0.36,0.78,0.43,1.2,0,55.66
Bicholi Mardana,1481,4,3,independent,premium,2698,2.46,0.62,3.43,1.22,2.0,0,127.68
Saket Nagar,2084,2,3,independent,affordable,2021,1.55,1.0,1.2,0.66,0.42,0,104.28
Agrawal Nagar,1050,3,2,flat,classic,1617,0.18,0.17,0.41,0.5,0.85,1,34.68
Gandhi Nagar,1050,3,2,independent,affordable,1896,0.92,0.49,0.79,0.78,0.2,0,60.13
Dewas Naka,1627,4,3,flat,classic,1820,0.69,0.39,0.59,0.41,1.48,0,61.23
Jetpura,1452,2,2,independent,affordable,1894,1.22,0.73,0.98,0.83,0.27,1,52.47
Tejaji Nagar,1221,3,2,flat,affordable,1680,0.56,0.26,0.28,0.3,0.21,0,27.6
Tejaji Nagar,978,2,3,flat,affordable,1257,0.14,0.11,0.58,0.32,0.12,0,21.64
Chandan Nagar,1594,2,3,flat,affordable,1272,0.59,0.16,0.2,0.39,0.2,0,43.02
Janki Nagar,1750,5,4,independent,premium,2408,2.3,0.69,3.02,1.59,2.11,0,147.53
Palhar Nagar,941,2,2,independent,affordable,2220,0.68,0.49,1.04,0.53,0.21,0,40.23
Ring Road,719,2,2,flat,classic,1530,0.25,0.11,0.37,0.43,0.55,0,26.18
Rau,1331,3,3,flat,classic,1657,0.28,0.32,0.33,0.26,1.1,1,43.55
Scheme 54,1050,3,2,flat,classic,2208,0.47,0.25,0.34,0.27,1.16,1,39.75
Scheme 136,2343,3,3,flat,premium,2576,1.72,0.87,0.56,0.44,3.02,0,98.2
Khajrana,1165,3,2,independent,affordable,1807,1.22,0.38,1.64,0.5,0.21,0,55.08
Scheme 78,1633,2,2,independent,affordable,1798,0.95,0.84,1.55,0.71,0.29,0,73.3
Rangwasa,2376,1,2,independent,affordable,1571,1.42,0.81,1.27,0.87,0.37,1,74.21
Dewas Naka,1159,1,2,flat,classic,2116,0.35,0.27,0.38,0.5,1.23,0,46.14
Khajrana,1909,2,2,independent,affordable,1621,1.08,0.67,1.54,0.88,0.31,0,77.71
Tejaji Nagar,1050,3,3,flat,affordable,1805,0.28,0.27,0.34,0.33,0.19,0,34.08
Khandwa Road,1400,4,4,independent,classic,2505,2.32,0.66,2.15,1.03,1.75,1,67.16
Bicholi Mardana,1050,3,3,flat,premium,2313,0.44,0.19,0.56,0.43,1.21,0,57.69
Bicholi Mardana,2043,2,2,flat,premium,1938,0.99,0.56,0.69,0.43,1.98,0,88.07
