location,area,bhk,bath,property_type,zone,construction_cost_psqft,architect_fee_lakhs,engineer_fee_lakhs,approval_fee_lakhs,utility_cost_lakhs,gst_lakhs,is_resale,price
Varthur,1624,2,2,flat,mid,2189,0.4,0.33,1.13,0.53,1.78,1,86.71
Vidyaranyapura,1878,2,2,independent,mid,2612,3.35,1.46,2.42,1.01,2.45,1,138.88
Electronic City,1050,3,2,flat,mid,1858,0.48,0.21,0.41,0.57,0.98,0,65.47
HSR Layout,1808,3,3,flat,premium,2429,0.95,0.37,0.58,0.8,2.2,1,161.08
Hebbal,962,2,2,flat,premium,2159,0.37,0.14,0.86,0.49,1.04,0,100.85
Hebbal,1400,4,3,independent,premium,3148,3.03,0.75,3.39,1.08,2.2,0,271.53
Mysore Road,2208,3,2,independent,mid,2228,3.22,0.85,2.3,0.94,2.46,0,155.27
KR Puram,1801,4,4,flat,mid,1663,0.87,0.32,0.81,0.54,1.5,0,114.51
Bellandur,2786,4,4,independent,premium,3914,6.86,1.7,3.07,1.26,5.45,1,360.16
Vidyaranyapura,1388,2,3,flat,mid,1999,0.37,0.23,0.57,0.29,1.39,0,98.08
Jayanagar,3132,2,2,flat,ultra_premium,2943,2.64,0.94,0.93,0.64,4.61,0,330.08
Tumkur Road,1290,3,2,flat,mid,1901,0.62,0.18,0.78,0.45,1.23,0,61.33
Yelahanka,2150,3,2,flat,mid,1957,0.52,0.3,0.54,0.37,2.1,0,170.17
Koramangala,3024,4,3,flat,ultra_premium,2606,1.12,0.92,1.03,0.55,3.94,1,517.36
Ulsoor,2457,4,4,independent,ultra_premium,4529,4.61,3.15,3.6,1.39,5.56,0,368.11
Koramangala,2599,3,2,flat,ultra_premium,3067,1.65,0.79,1.07,0.58,3.99,1,295.24
Hoskote,2128,2,3,independent,affordable,1899,2.28,1.05,1.83,0.51,0.4,0,93.9
Ramamurthy Nagar,1911,2,2,independent,affordable,1667,1.49,0.83,1.73,0.57,0.32,1,152.15
Horamavu,1817,1,2,independent,mid,2805,2.36,0.82,2.58,1.11,2.55,0,186.8
Basavanagudi,3047,5,4,independent,ultra_premium,4155,7.07,2.77,4.09,1.24,6.33,0,700.82
Mysore Road,700,2,3,flat,mid,1725,0.35,0.17,1.11,0.31,0.6,1,44.27
Bellandur,1862,2,2,flat,premium,2826,1.36,0.42,0.54,0.77,2.63,1,116.97
Electronic City,1050,3,2,flat,mid,2061,0.42,0.27,0.63,0.33,1.08,0,47.6
KR Puram,1027,2,3,flat,mid,2016,0.24,0.18,0.96,0.58,1.04,0,55.83
Basavanagudi,3198,5,4,independent,ultra_premium,3793,4.25,2.78,2.83,1.46,6.07,0,807.21
Horamavu,927,1,1,flat,mid,2117,0.57,0.18,0.54,0.42,0.98,0,60.76
Malleshwaram,2510,4,3,independent,premium,3062,3.17,1.73,4.32,1.03,3.84,0,437.93
TC Palaya,1050,3,3,independent,affordable,2174,1.35,0.6,1.49,0.68,0.23,0,68.26
Devanahalli,1813,2,3,independent,affordable,1826,1.67,0.78,1.14,0.96,0.33,0,113.8
MG Road,2020,3,2,independent,ultra_premium,3009,2.23,1.56,4.5,2.46,3.04,0,532.6
Chandapura,1338,2,2,flat,affordable,1964,0.39,0.34,0.64,0.23,0.26,0,48.53
Whitefield,2138,4,3,independent,premium,3162,2.08,1.09,3.18,1.77,3.38,0,363.6
JP Nagar,2071,4,3,independent,premium,3341,3.69,1.53,3.28,1.08,3.46,0,352.71
Tumkur Road,700,2,2,flat,mid,1720,0.21,0.08,0.61,0.5,0.6,0,35.63
Indiranagar,4926,4,4,independent,ultra_premium,3417,11.32,2.82,4.95,1.69,8.42,0,1602.73
Nelamangala,700,2,2,flat,affordable,1517,0.27,0.06,0.54,0.32,0.11,0,21.9
Malleshwaram,2145,5,4,independent,premium,2528,2.95,1.56,2.09,1.09,2.71,0,317.72
Hoskote,700,2,2,flat,affordable,1442,0.24,0.06,0.4,0.35,0.1,0,32.03
Frazer Town,4919,5,4,independent,ultra_premium,3310,7.2,4.14,4.18,1.7,8.14,0,905.62
Vidyaranyapura,1965,2,2,flat,mid,2105,0.93,0.61,0.65,0.58,2.07,1,106.82
TC Palaya,1050,3,2,flat,affordable,1350,0.2,0.16,0.31,0.38,0.14,0,39.02
Marathahalli,2625,3,2,independent,premium,3923,3.34,2.93,2.62,1.35,5.15,0,266.77
Frazer Town,1659,4,3,flat,ultra_premium,2880,1.25,0.63,1.77,0.7,2.39,0,202.22
Bagalur,1639,2,2,flat,affordable,1867,0.45,0.4,0.45,0.23,0.31,1,65.61
Hennur,2783,2,2,flat,premium,2932,2.1,0.92,1.34,0.68,4.08,0,260.98
Electronic City,1839,4,4,flat,mid,2343,0.58,0.24,1.08,0.45,2.15,1,65.92
Varthur,3003,2,2,independent,mid,2041,3.1,1.47,2.02,1.21,3.06,1,289.61
Indiranagar,2462,3,2,flat,ultra_premium,3664,1.63,0.99,1.36,0.62,4.51,0,360.18
Bagalur,2454,2,3,independent,affordable,1997,2.17,1.25,2.18,0.5,0.49,0,207.9
Varthur,733,2,2,flat,mid,1879,0.23,0.09,1.05,0.35,0.69,1,48.24
Nelamangala,1050,3,2,flat,affordable,1364,0.17,0.15,0.64,0.44,0.14,0,34.16
Bellandur,3040,4,3,independent,premium,3609,7.54,2.4,4.04,1.78,5.49,0,403.32
Bagalur,952,1,2,independent,affordable,2229,1.45,0.41,1.84,0.69,0.21,0,69.0
MG Road,3313,4,3,flat,ultra_premium,2742,1.37,1.31,1.27,0.85,4.54,0,532.04
Hebbal,1637,4,4,independent,premium,3379,2.89,1.12,2.34,1.63,2.77,1,161.26
Sarjapur Road,2715,4,3,flat,premium,2675,1.42,0.44,1.11,0.67,3.63,0,189.26
Ulsoor,1379,3,2,independent,ultra_premium,3378,3.08,1.17,4.4,1.33,2.33,0,257.21
Jigani,1699,1,1,flat,affordable,1762,0.65,0.35,0.55,0.45,0.3,0,50.49
Frazer Town,1867,5,4,independent,ultra_premium,3886,3.81,2.01,3.83,2.39,3.63,0,285.15
MG Road,2454,4,3,flat,ultra_premium,2575,1.77,0.89,1.54,0.4,3.16,1,295.85
Rajajinagar,2846,3,2,flat,ultra_premium,3692,2.91,0.89,1.15,0.65,5.25,1,369.81
Tumkur Road,1050,3,2,flat,mid,1613,0.2,0.18,1.13,0.46,0.85,1,50.5
Jigani,1239,2,3,independent,affordable,2221,1.77,0.47,0.9,0.46,0.28,0,85.25
Sarjapur Road,2005,3,2,independent,premium,3997,2.98,1.25,2.54,1.65,4.01,1,219.2
Ramamurthy Nagar,1127,1,1,flat,affordable,1335,0.27,0.17,0.5,0.21,0.15,0,56.92
TC Palaya,1228,2,2,flat,affordable,1658,0.35,0.19,0.75,0.26,0.2,0,49.35
Tumkur Road,1168,2,3,flat,mid,2213,0.75,0.2,0.46,0.54,1.29,0,70.21
Sarjapur Road,3836,3,3,independent,premium,3382,5.54,3.02,3.77,0.94,6.49,1,427.1
Tumkur Road,1429,3,2,flat,mid,2286,0.72,0.3,0.52,0.41,1.63,1,71.64
Kengeri,700,2,2,flat,mid,1804,0.37,0.17,0.85,0.33,0.63,1,22.01
Thanisandra,1658,2,2,independent,premium,3903,4.41,1.9,4.06,1.23,3.24,1,166.46
Attibele,952,1,1,flat,affordable,1901,0.43,0.27,0.31,0.45,0.18,0,24.55
Koramangala,3133,4,3,flat,ultra_premium,3365,2.09,0.73,1.47,0.57,5.27,1,446.81
Devanahalli,1623,3,3,independent,affordable,1986,1.82,0.69,2.12,0.59,0.32,0,117.6
Bagalur,1318,2,2,independent,affordable,2478,1.68,0.71,1.62,0.98,0.33,0,95.86
Frazer Town,2301,4,4,flat,ultra_premium,3283,1.08,0.97,0.84,0.56,3.78,1,234.42
Ulsoor,3295,3,2,flat,ultra_premium,2609,1.36,1.19,0.78,0.83,4.3,0,314.76
Attibele,1334,3,2,independent,affordable,1837,0.87,0.43,2.01,0.52,0.25,0,71.43
Devanahalli,1050,3,2,flat,affordable,1363,0.27,0.21,0.66,0.36,0.14,0,48.12
Jigani,864,2,2,flat,affordable,1354,0.34,0.1,0.77,0.39,0.12,0,40.01
BTM Layout,1750,5,5,independent,premium,3970,2.97,1.82,3.24,1.45,3.47,0,232.42
Bellandur,1400,4,4,independent,premium,2844,1.56,1.14,4.05,1.4,1.99,0,192.04
Hoskote,538,1,1,flat,affordable,1484,0.1,0.05,0.47,0.32,0.08,0,15.34
Banashankari,2874,1,1,independent,mid,3148,4.4,2.65,3.23,1.21,4.52,0,280.39
Whitefield,1464,3,2,independent,premium,2976,2.79,1.21,2.76,1.65,2.18,0,200.9
MG Road,1400,4,4,flat,ultra_premium,3062,0.57,0.4,0.77,0.93,2.14,1,169.02
Hoodi,1724,1,1,flat,mid,1810,0.6,0.44,0.87,0.32,1.56,1,124.81
Hennur,1518,3,2,independent,premium,3453,1.79,1.49,3.94,1.58,2.62,1,189.23
Mysore Road,1011,1,2,independent,mid,2908,1.52,0.59,1.67,0.82,1.47,0,76.83
Bagalur,1471,1,1,flat,affordable,1612,0.35,0.13,0.43,0.36,0.24,0,52.89
Banashankari,1594,2,2,flat,mid,2496,0.74,0.55,0.66,0.43,1.99,0,104.3
Hoodi,1400,4,3,flat,mid,2101,0.46,0.33,0.92,0.57,1.47,0,84.9
Malleshwaram,2034,3,2,independent,premium,3178,2.35,1.63,3.83,1.06,3.23,1,245.21
Horamavu,1230,2,2,flat,mid,1669,0.51,0.29,0.81,0.5,1.03,0,74.98
Sarjapur Road,3527,5,4,independent,premium,3297,5.39,2.22,2.15,1.64,5.81,0,404.72
Basavanagudi,1828,2,3,flat,ultra_premium,2559,1.38,0.35,1.4,0.9,2.34,0,169.41
Bellandur,3846,5,4,independent,premium,3438,5.3,3.31,3.82,1.72,6.61,0,403.34
Bagalur,609,1,1,independent,affordable,1958,0.57,0.32,1.52,0.52,0.12,0,54.11
Vidyaranyapura,2045,3,2,flat,mid,1607,0.84,0.43,1.2,0.39,1.64,1,93.64
TC Palaya,1247,1,1,flat,affordable,1969,0.65,0.37,0.57,0.37,0.25,0,54.17
Ulsoor,2902,5,5,flat,ultra_premium,3145,1.44,1.13,1.14,0.99,4.56,1,250.05
Jigani,1504,3,2,independent,affordable,1971,1.1,0.65,1.59,0.87,0.3,1,75.92
Thanisandra,2686,4,3,flat,premium,3174,1.49,0.52,0.99,0.74,4.26,0,201.74
Hebbal,2639,5,4,independent,premium,3955,5.92,2.78,3.9,1.38,5.22,0,383.16
JP Nagar,1050,3,2,independent,premium,3960,1.75,1.06,1.82,1.07,2.08,0,159.65
Attibele,1034,2,2,independent,affordable,1671,0.6,0.43,1.48,0.87,0.17,0,55.01
BTM Layout,3002,5,4,independent,premium,3073,5.84,1.87,1.89,1.15,4.61,0,350.9
TC Palaya,1434,3,3,independent,affordable,1734,1.17,0.47,2.05,0.83,0.25,0,74.91
Marathahalli,2711,2,2,flat,premium,2755,1.89,1.03,1.35,0.78,3.73,0,196.88
TC Palaya,700,2,2,flat,affordable,1974,0.29,0.07,0.54,0.2,0.14,0,25.19
Horamavu,2093,3,2,independent,mid,2585,1.99,1.32,2.22,0.74,2.71,0,153.63
Bannerghatta Road,1465,4,3,independent,premium,3636,2.0,1.06,2.09,1.44,2.66,0,206.19
Indiranagar,4075,4,3,independent,ultra_premium,3284,4.67,2.62,2.8,2.1,6.69,1,816.67
Malleshwaram,1400,4,3,independent,premium,3908,3.54,1.53,1.97,1.66,2.74,0,273.23
Bellandur,3293,3,3,independent,premium,2801,3.16,1.99,2.13,1.34,4.61,0,458.52
Chandapura,1971,2,2,independent,affordable,1817,1.18,0.97,1.58,0.82,0.36,0,123.76
Horamavu,1050,3,2,independent,mid,2743,1.82,0.79,2.56,1.11,1.44,0,108.63
TC Palaya,1050,3,2,independent,affordable,1724,0.56,0.35,1.1,0.51,0.18,0,55.81
HSR Layout,1619,4,3,independent,premium,2615,2.64,1.26,3.54,1.15,2.12,0,246.34
KR Puram,1454,1,2,flat,mid,1910,0.65,0.21,0.41,0.37,1.39,0,69.95
Hoskote,2149,2,3,independent,affordable,2395,2.15,1.0,1.84,0.58,0.51,0,134.98
Electronic City,2881,3,2,independent,mid,3075,4.17,2.38,1.74,1.36,4.43,0,243.27
Kengeri,1055,3,2,flat,mid,1660,0.18,0.24,0.79,0.44,0.88,1,48.75
Indiranagar,1401,3,2,flat,ultra_premium,3724,0.76,0.38,1.24,0.76,2.61,0,187.2
Ramamurthy Nagar,2335,2,2,independent,affordable,1957,2.63,0.71,2.05,0.81,0.46,1,135.75
Tumkur Road,1531,3,3,flat,mid,2104,0.65,0.37,1.0,0.44,1.61,0,93.14
Chandapura,891,2,2,flat,affordable,1685,0.31,0.21,0.7,0.43,0.15,0,39.73
Attibele,1503,3,3,independent,affordable,2329,2.44,0.98,1.69,0.85,0.35,0,67.79
MG Road,4380,3,3,independent,ultra_premium,4043,12.22,2.99,2.55,2.2,8.85,0,1098.48
Indiranagar,2086,4,3,flat,ultra_premium,3548,1.02,1.02,1.75,0.68,3.7,0,271.62
BTM Layout,2603,3,2,flat,premium,2479,1.66,0.64,0.72,0.36,3.23,0,212.49
BTM Layout,1467,4,3,flat,premium,2261,0.79,0.4,1.42,0.66,1.66,0,156.61
Malleshwaram,1332,3,3,flat,premium,2168,0.52,0.17,1.05,0.63,1.44,0,171.7
Frazer Town,3452,4,3,flat,ultra_premium,3993,3.21,1.37,1.71,0.41,6.89,0,446.59
Frazer Town,3365,3,2,independent,ultra_premium,4884,9.79,2.68,4.51,1.73,8.22,0,639.66
Malleshwaram,2691,4,4,independent,premium,3208,5.06,2.43,2.53,1.21,4.32,0,436.25
Chandapura,1715,2,2,flat,affordable,1945,0.99,0.4,0.56,0.24,0.33,0,70.14
Hoodi,1050,3,2,flat,mid,2039,0.54,0.29,0.71,0.25,1.07,1,81.59
Kengeri,1081,3,3,flat,mid,2028,0.5,0.12,0.97,0.28,1.1,1,40.09
Jayanagar,1750,5,4,flat,ultra_premium,3370,1.0,0.78,1.16,0.45,2.95,1,169.86
Hebbal,1102,3,2,independent,premium,3975,2.43,0.95,3.13,1.51,2.19,1,161.01
Banashankari,1330,3,2,flat,mid,2001,0.49,0.3,0.99,0.52,1.33,0,89.93
Horamavu,2206,2,3,independent,mid,3068,3.54,1.95,2.37,0.83,3.38,0,195.19
Malleshwaram,3830,4,3,independent,premium,2893,5.5,2.36,2.59,1.63,5.54,0,570.26
Chandapura,1796,1,1,flat,affordable,1563,0.39,0.15,0.58,0.38,0.28,1,59.94
Ramamurthy Nagar,1470,3,2,flat,affordable,1562,0.36,0.33,0.36,0.33,0.23,0,70.08
Varthur,1050,3,2,independent,mid,2013,0.83,0.42,1.27,1.09,1.06,0,89.19
Devanahalli,1433,2,3,flat,affordable,1686,0.7,0.18,0.73,0.29,0.24,0,66.55
Ramamurthy Nagar,2119,2,2,independent,affordable,2157,1.79,0.95,1.81,0.61,0.46,0,173.15
Devanahalli,700,2,2,flat,affordable,1588,0.3,0.1,0.3,0.25,0.11,0,23.28
Basavanagudi,1050,3,2,flat,ultra_premium,3745,0.91,0.36,1.4,0.47,1.97,0,133.33
Banashankari,1357,3,2,independent,mid,3082,1.48,1.15,1.82,0.98,2.09,0,167.41
Marathahalli,2244,4,4,independent,premium,3055,4.32,1.19,2.73,1.55,3.43,1,215.7
Hoskote,1459,1,2,independent,affordable,1665,1.35,0.65,1.02,0.7,0.24,0,78.23
Varthur,3029,4,3,independent,mid,2353,3.5,2.13,2.53,0.88,3.56,0,335.84
HSR Layout,3337,3,2,independent,premium,2648,3.59,1.98,4.09,1.35,4.42,0,647.82
TC Palaya,950,1,2,independent,affordable,1654,0.51,0.38,1.56,0.49,0.16,1,54.3
Frazer Town,3713,4,3,independent,ultra_premium,4006,5.32,3.22,3.5,1.88,7.44,0,630.22
Yelahanka,1391,3,2,independent,mid,2405,2.08,0.6,2.42,1.2,1.67,1,115.02
Jigani,700,2,2,independent,affordable,1854,0.87,0.37,1.52,0.59,0.13,1,29.12
Hennur,1700,3,3,independent,premium,3734,2.22,1.31,3.59,1.49,3.17,0,227.72
MG Road,1750,5,4,independent,ultra_premium,3963,4.57,1.74,2.91,2.49,3.47,0,490.56
Malleshwaram,1570,3,3,flat,premium,2935,0.68,0.58,1.37,0.74,2.3,0,166.31
Jigani,826,2,2,flat,affordable,1427,0.12,0.12,0.76,0.28,0.12,1,22.59
JP Nagar,2840,3,3,independent,premium,3991,5.86,2.51,4.38,1.04,5.67,1,268.02
Kengeri,700,2,3,flat,mid,1898,0.29,0.1,0.95,0.53,0.66,0,29.92
KR Puram,1973,3,3,independent,mid,2914,2.88,1.62,1.29,1.34,2.87,1,173.91
Tumkur Road,2058,4,4,flat,mid,1657,0.87,0.46,0.79,0.28,1.71,0,98.46
Electronic City,1480,4,3,flat,mid,2348,0.8,0.37,0.7,0.3,1.74,0,96.98
Ulsoor,1909,3,2,flat,ultra_premium,2912,1.0,0.71,1.73,0.92,2.78,0,233.46
Bagalur,1915,3,2,independent,affordable,2027,2.13,1.07,1.48,0.63,0.39,0,135.07
Yelahanka,1539,2,2,flat,mid,2111,0.44,0.21,0.9,0.36,1.62,0,78.4
Tumkur Road,1664,3,2,independent,mid,2365,1.73,0.92,2.48,1.17,1.97,0,104.6
Ramamurthy Nagar,1284,3,3,independent,affordable,1780,0.94,0.4,1.15,0.55,0.23,1,60.75
KR Puram,1423,3,2,independent,mid,2939,2.82,0.86,2.78,1.08,2.09,0,147.93
Nelamangala,700,2,3,flat,affordable,1592,0.29,0.16,0.3,0.38,0.11,0,27.66
Basavanagudi,1676,4,4,flat,ultra_premium,3703,0.82,0.64,0.83,0.83,3.1,1,201.12
Electronic City,969,2,2,flat,mid,2392,0.44,0.33,0.8,0.49,1.16,1,37.03
Hennur,2275,4,4,flat,premium,2185,1.47,0.37,1.22,0.37,2.49,1,141.32
Hoskote,1783,2,3,flat,affordable,1406,0.58,0.22,0.5,0.35,0.25,1,67.4
Chandapura,2201,1,1,independent,affordable,2313,1.68,1.3,1.55,0.51,0.51,0,142.15
Indiranagar,2588,3,3,independent,ultra_premium,3208,4.9,1.97,3.32,1.3,4.15,1,476.59
Bannerghatta Road,1050,3,2,flat,premium,2432,0.26,0.27,0.62,0.34,1.28,0,85.6
Varthur,1308,2,2,flat,mid,1606,0.27,0.19,1.04,0.35,1.05,0,68.47
JP Nagar,2634,3,2,flat,premium,2926,1.4,0.53,1.44,0.57,3.85,0,256.52
Mysore Road,1050,3,3,flat,mid,1970,0.53,0.11,0.93,0.25,1.03,1,50.61
Bagalur,1050,2,2,flat,affordable,1443,0.29,0.12,0.76,0.37,0.15,0,59.86
Nelamangala,1721,2,2,flat,affordable,1705,0.47,0.37,0.35,0.26,0.29,0,56.05
Horamavu,1224,2,2,flat,mid,2357,0.35,0.42,0.55,0.4,1.44,1,77.56
Ulsoor,2677,4,3,flat,ultra_premium,3170,0.86,1.12,1.03,0.72,4.24,0,325.53
Hennur,2045,4,3,independent,premium,3943,3.25,2.22,3.44,1.78,4.03,0,293.46
Mysore Road,2608,2,2,independent,mid,2637,3.62,1.11,2.35,1.17,3.44,1,173.75
Jigani,2160,3,3,independent,affordable,2271,3.4,1.31,2.0,0.45,0.49,1,88.72
MG Road,3345,2,2,flat,ultra_premium,3526,2.47,1.75,0.87,0.64,5.9,0,372.33
Hebbal,2389,4,3,independent,premium,3885,3.06,2.51,2.38,1.19,4.64,0,377.86
Attibele,1468,1,1,flat,affordable,1795,0.77,0.36,0.57,0.44,0.26,0,36.72
Frazer Town,3627,4,3,independent,ultra_premium,3410,4.65,2.09,3.43,2.35,6.18,0,566.82
Kengeri,1893,3,3,flat,mid,1990,0.97,0.44,0.73,0.43,1.88,0,115.18
Horamavu,1750,2,2,flat,mid,2354,0.81,0.58,0.81,0.48,2.06,0,94.24
KR Puram,1050,3,2,flat,mid,1657,0.51,0.11,0.61,0.56,0.87,0,56.41
Nelamangala,1109,2,3,independent,affordable,1680,0.85,0.39,1.49,0.51,0.19,1,58.99
MG Road,1714,3,3,flat,ultra_premium,3835,0.76,0.81,0.82,0.91,3.29,0,278.59
Hoskote,1836,1,1,independent,affordable,1857,2.11,0.83,0.89,0.91,0.34,1,92.32
Banashankari,2024,2,2,independent,mid,2841,3.45,1.24,3.03,1.05,2.88,0,175.86
Rajajinagar,2472,4,3,flat,ultra_premium,3096,1.55,0.58,1.79,0.57,3.83,0,463.98
Whitefield,1289,2,2,flat,premium,2520,0.58,0.47,0.65,0.3,1.62,1,89.43
Jayanagar,1460,3,3,flat,ultra_premium,3715,1.17,0.67,1.04,0.78,2.71,0,223.84
Indiranagar,1105,3,3,flat,ultra_premium,2739,0.83,0.22,1.77,0.6,1.51,1,151.65
Attibele,971,1,1,flat,affordable,1917,0.56,0.27,0.6,0.22,0.19,0,29.83
MG Road,2104,4,3,flat,ultra_premium,3041,0.73,0.81,1.09,0.86,3.2,0,251.69
HSR Layout,1050,3,2,flat,premium,2050,0.43,0.23,1.42,0.32,1.08,0,141.99
Banashankari,1093,2,2,flat,mid,2096,0.45,0.27,1.04,0.59,1.15,0,88.08
JP Nagar,1582,4,3,independent,premium,2728,1.86,1.02,2.66,1.45,2.16,0,207.83
Hennur,2703,2,2,flat,premium,2196,1.23,0.6,0.6,0.48,2.97,1,199.14
Malleshwaram,1400,4,3,independent,premium,3612,2.93,1.47,2.44,1.07,2.53,0,263.93
TC Palaya,1224,2,3,independent,affordable,1934,0.92,0.5,1.87,0.71,0.24,1,73.35
Malleshwaram,2911,5,5,independent,premium,3229,3.96,1.85,3.13,1.08,4.7,0,485.85
TC Palaya,1453,2,2,independent,affordable,2320,1.49,0.75,1.06,0.72,0.34,0,77.58
Hebbal,3099,3,3,independent,premium,3808,7.61,3.42,4.21,1.6,5.9,0,560.69
Malleshwaram,764,2,2,flat,premium,2317,0.42,0.26,1.21,0.52,0.88,1,59.26
Mysore Road,1284,3,2,flat,mid,1671,0.44,0.27,0.88,0.26,1.07,0,88.82
Ramamurthy Nagar,952,1,1,flat,affordable,1669,0.43,0.09,0.68,0.4,0.16,1,36.44
Hennur,1837,3,3,flat,premium,2630,0.52,0.26,1.11,0.46,2.42,0,155.85
HSR Layout,2094,3,2,flat,premium,2639,1.0,0.37,0.62,0.68,2.76,0,231.29
Bannerghatta Road,1620,3,2,independent,premium,3410,3.03,1.53,2.26,1.23,2.76,0,210.13
Banashankari,700,2,2,flat,mid,1858,0.34,0.07,0.88,0.56,0.65,0,46.03
Ulsoor,2996,3,2,flat,ultra_premium,3098,1.52,0.9,0.94,0.98,4.64,1,250.16
Koramangala,1994,4,3,flat,ultra_premium,3159,0.88,0.88,1.17,0.74,3.15,0,259.61
Kengeri,1217,3,2,flat,mid,1786,0.55,0.32,0.61,0.54,1.09,1,45.26
Ulsoor,1550,4,3,independent,ultra_premium,4412,2.69,1.3,4.46,1.71,3.42,1,280.47
Bagalur,1211,2,3,flat,affordable,1978,0.33,0.25,0.52,0.48,0.24,1,59.42
Nelamangala,1050,3,3,flat,affordable,1790,0.28,0.1,0.65,0.43,0.19,0,30.08
Malleshwaram,2125,4,3,flat,premium,2806,0.94,0.59,0.61,0.54,2.98,1,209.29
Chandapura,1078,2,2,flat,affordable,1459,0.2,0.15,0.38,0.41,0.16,0,45.89
Marathahalli,1332,3,3,flat,premium,2374,0.46,0.26,0.71,0.75,1.58,0,93.53
TC Palaya,1779,2,2,flat,affordable,1752,0.73,0.41,0.64,0.49,0.31,0,64.55
Mysore Road,1921,2,2,independent,mid,2116,2.51,0.87,3.04,0.82,2.03,1,117.75
BTM Layout,3480,4,3,independent,premium,3833,6.03,3.82,2.99,1.57,6.67,0,485.99
Electronic City,1060,2,3,independent,mid,2517,1.29,0.6,2.72,0.97,1.33,0,101.81
Hebbal,1750,5,4,independent,premium,3635,3.82,1.44,3.99,1.29,3.18,1,271.6
Attibele,910,1,1,independent,affordable,1763,0.5,0.36,2.18,0.56,0.16,0,50.5
TC Palaya,1325,2,2,independent,affordable,1768,1.04,0.52,2.05,0.85,0.23,1,78.69
Malleshwaram,1400,4,3,flat,premium,2583,0.59,0.23,0.58,0.32,1.81,1,132.87
Ramamurthy Nagar,1217,3,2,flat,affordable,1470,0.27,0.13,0.41,0.42,0.18,0,45.39
Varthur,965,2,2,flat,mid,2276,0.59,0.26,0.6,0.58,1.1,0,55.7
Ulsoor,2178,5,4,flat,ultra_premium,3144,1.33,0.45,0.64,0.97,3.42,1,187.32
Ulsoor,3333,3,2,independent,ultra_premium,3605,7.91,3.55,5.08,1.34,6.01,0,518.09
Thanisandra,2947,5,4,independent,premium,3250,3.27,1.72,3.1,1.7,4.79,0,426.06
Ramamurthy Nagar,1050,2,2,independent,affordable,1865,1.12,0.5,1.89,0.91,0.2,1,61.15
Rajajinagar,2122,5,4,flat,ultra_premium,3383,0.98,0.79,1.63,0.92,3.59,0,336.11
Ulsoor,1745,4,3,flat,ultra_premium,2661,0.94,0.57,1.79,0.78,2.32,0,213.79
JP Nagar,2762,3,2,independent,premium,3102,5.3,2.27,2.16,0.98,4.28,0,372.12
BTM Layout,1115,2,2,flat,premium,2014,0.45,0.27,0.57,0.77,1.12,0,101.53
Ulsoor,4047,3,2,independent,ultra_premium,4743,13.43,4.63,3.71,1.49,9.6,1,660.85
Ramamurthy Nagar,1500,3,2,flat,affordable,1615,0.52,0.36,0.5,0.29,0.24,1,57.4
Marathahalli,1586,3,2,flat,premium,2794,1.19,0.55,0.95,0.61,2.22,0,136.24
Hennur,2002,3,2,independent,premium,3846,5.03,1.65,2.94,1.05,3.85,1,224.25
Bellandur,3558,4,3,independent,premium,3579,6.35,1.99,3.38,0.94,6.37,0,597.85
Rajarajeshwari Nagar,2577,1,1,independent,mid,2033,1.92,1.4,1.5,0.82,2.62,0,261.25
Rajarajeshwari Nagar,2361,3,2,independent,mid,2349,2.95,1.52,2.04,0.88,2.77,0,165.73
Marathahalli,1362,2,2,flat,premium,2512,0.43,0.41,0.96,0.57,1.71,1,71.04
JP Nagar,3180,3,2,independent,premium,2604,3.34,1.92,3.8,1.44,4.14,0,324.24
JP Nagar,3350,5,4,independent,premium,2889,4.24,2.89,2.81,1.58,4.84,0,535.72
Attibele,2475,3,3,independent,affordable,2400,2.37,1.61,1.52,0.59,0.59,0,124.81
Kengeri,2503,3,2,independent,mid,2235,2.39,1.27,1.48,0.84,2.8,1,127.55
Attibele,2423,3,2,independent,affordable,1662,2.39,1.02,1.33,0.83,0.4,0,118.03
BTM Layout,3704,4,4,independent,premium,3754,6.44,2.63,3.35,1.64,6.95,0,431.04
Jigani,1853,3,2,independent,affordable,2137,1.24,0.84,1.96,0.69,0.4,1,99.93
Varthur,1802,3,2,independent,mid,2805,2.82,0.92,2.94,0.67,2.53,0,141.66
BTM Layout,3893,5,4,independent,premium,2765,5.86,2.04,2.42,1.26,5.38,0,538.15
Malleshwaram,1050,3,2,flat,premium,2315,0.42,0.16,0.55,0.74,1.22,1,74.26
JP Nagar,1421,2,2,flat,premium,2051,0.39,0.27,0.86,0.5,1.46,0,129.42
TC Palaya,2223,2,3,independent,affordable,2043,3.07,1.03,2.14,0.56,0.45,1,127.88
Bagalur,1214,1,1,flat,affordable,1992,0.27,0.25,0.43,0.45,0.24,1,61.23
Malleshwaram,1772,3,2,flat,premium,2391,1.26,0.3,0.6,0.46,2.12,0,233.38
Sarjapur Road,1539,4,3,independent,premium,3753,2.66,1.25,4.1,1.6,2.89,1,181.57
Whitefield,1426,4,3,independent,premium,3745,2.8,1.34,3.7,1.16,2.67,0,175.95
Rajarajeshwari Nagar,3193,3,2,independent,mid,2440,2.68,1.23,2.12,0.68,3.89,1,218.94
Devanahalli,1556,2,2,flat,affordable,1800,0.51,0.17,0.33,0.46,0.28,0,64.89
